1girl,單個女孩
finger_heart,手指心
logo_parody,標誌惡搞
heads-up_display,抬頭顯示
joestar_birthmark,喬斯達胎記
taimanin_suit,對魔忍服
jaguar_print,美洲豹印紋
adjusting_necktie,整理領帶
butter,黃油
lightsaber,光劍
jeweled_branch_of_hourai,蓬萊之玉枝
multi-strapped_panties,多條帶內褲
fleur_de_lapin_uniform,拉平花咖啡廳制服
on_motorcycle,騎摩托車
medallion,勳章吊墜
pussy_juice_drip_through_clothes,陰部液體滲透衣物
holding_notebook,拿著筆記本
saber_(weapon),軍刀_(武器)
ear_birthmark,耳朵上的胎記
pool_of_blood,血泊
poke_ball_theme,精靈球主題
hololive_idol_uniform,hololive偶像制服
yellow_raincoat,黃色雨衣
art_nouveau,新藝術
sleep_bubble,睡眠泡泡
peace_symbol,和平符號
flower_over_eye,花遮眼
cardigan_vest,開衫馬甲
acoustic_guitar,原聲吉他
green_tea,綠茶
bridal_legwear,新娘腿部著裝
hand_gesture,手勢
cartoon_bone,卡通骨頭
yellow-tinted_eyewear,黃色染色眼鏡
striped_hoodie,條紋連帽衫
flaming_sword,火焰劍
wallet,錢包
opened_by_self,自己打開衣服
naked_scarf,只戴圍巾
bean_bag_chair,懶人沙發
bunny_day,兔子日
tongs,夾子
usekh_collar,斯詰衣領
dudou,肚兜
"don't_say_""lazy""","不要說 ""懶惰"""
cross-laced_sleeves,交叉系帶袖
warning_sign,警示標誌
green_tunic,綠色束腰外衣
otter_ears,水獺耳朵
purple_hakama,紫色袴
affectionate,親密
pectoral_press,胸部按壓
green_tank_top,綠色背心
windowsill,窗臺
hand_under_shirt,手伸進襯衫
tire,輪胎
beam_saber,光束軍刀
tail_around_own_leg,尾巴繞住自己的腿
skirt_basket,裙子籃子
white_romper,白色連體衣
strapless_one-piece_swimsuit,無肩帶連體泳衣
stalk_in_mouth,嘴裡叼著莖
sitting_backwards,反坐
implied_fellatio,暗示口交
youtou_high_school_uniform,夜兔高中制服
long_earlobes,長耳垂
panzer_iv,四號坦克
two-handed_handjob,雙手打飛機
henshin,變身
baton_(conducting),指揮棒
sauna,桑拿
searchlight,探照燈
narration,旁白
vietnamese_dress,越南服飾
dashed_eyes,破折眼
licking_armpit,舔腋窩
sparrow,麻雀
hole,洞穴
low-braided_long_hair,低編長髮
long_neck,長脖子
arm_above_head,手臂在頭上
lace-trimmed_hairband,蕾絲飾邊發帶
linked_piercing,連接穿孔
very_wide_shot,超級廣角鏡頭
wheat,小麥
dog_penis,狗的陰莖
hoodie_lift,衛衣掀起
bear_costume,熊裝
snowflake_background,雪花背景
squeans,暈線
grand_piano,大鋼琴
green_belt,綠色腰帶
crotchless_pantyhose,無襠緊身褲
arms_between_legs,雙臂在腿間
acorn,橡子
hammock,吊床
dithering,抖動
thermos,保溫瓶
looking_through_legs,從腿間看
omikuji,禦神簽
snow_rabbit,雪兔
swinging,搖擺
galaxy,星系
centauroid,半人馬型生物
wringing_clothes,擰衣服
holding_branch,持樹枝
shorts_around_one_leg,一條腿上穿短褲
team_9,第九班
troll_face,巨魔臉
dirty_feet,髒腳
ad,廣告
character_age,角色年齡
aqua_neckerchief,天藍色領巾
boxcutter,裁紙刀
multiple_legs,多條腿
holding_remote_control,拿著遙控器
urethral_insertion,尿道插入
eldritch_abomination,邪異怪物
nose_ring,鼻環
masochism,受虐狂
paper_crane,紙鶴
through_medium,穿越媒介
h&k_ump,黑克勒&科赫 UMP
hair_dryer,吹風機
super_saiyan_1,超級賽亞人1
anzio_military_uniform,安齊奧軍服
jacket_pull,拉下夾克領
maneki-neko,招財貓
kissing_penis,親吻陰莖
bokken,木刀
bound_together,被綁在一起
cross-laced_dress,交叉系帶連衣裙
credits,片尾字幕
polka_dot_shirt,圓點襯衫
infinity_symbol,無限符號
underbutt,露臀下部
underpec,下胸肌
fur_cloak,皮毛斗篷
holding_skull,拿著頭骨
four-leaf_clover_hair_ornament,四葉草發飾
bowlegged_pose,羅圈腿姿勢
deformed,變形
potara_earrings,波塔拉耳環
detached_hair,脫髮
animal_on_arm,動物在手臂上
bag_of_chips,一袋薯片
dragging,拖拉
dissolving,溶解
storefront,店面
grey_leotard,灰色緊身衣
hand_mirror,手持鏡
messy_room,淩亂的房間
handstand,倒立
glaive_(polearm),長柄劍
double_dildo,雙頭假陽具
cheek_pull,拉臉頰
print_necktie,印花領帶
parka,派克大衣
shell_necklace,貝殼項鍊
head_only,僅頭部
zora,左拉族
ultra_ball,終極球
how_to,操作指南
height_chart,身高圖表
dvd_cover,DVD封面
holding_sex_toy,拿著性玩具
cephalopod_eyes,頭足類動物的眼睛
blue_bandana,藍色頭巾
runny_makeup,花妝
apron_lift,提起圍裙
long_beard,長鬍子
orange_belt,橙色腰帶
koi,錦鯉
aurora,極光
white_lily,白色百合
kinchaku,巾著袋
falchion_(fire_emblem),聖劍（火焰之紋章）
light_machine_gun,輕機槍
animal_slippers,動物拖鞋
camouflage_headwear,迷彩頭飾
licking_foot,舔腳
grave,墳墓
penguin_hood,企鵝連帽
crocs,卡駱馳
jacket_over_swimsuit,泳裝外套
crumbs,麵包屑
rope_belt,繩腰帶
virgin_killer_outfit,殺童貞服
japari_bun,Japari包
polar_bear,北極熊
no_mask,沒有面具
keystone,要石
shoulder_sash,肩帶
airship,飛船
valkyrie,女武神
misunderstanding,誤會
symbolism,象徵主義
fur_boots,毛皮靴
flower_bracelet,花手鏈
star_ornament,星星裝飾
energy_cannon,能量炮
kiwi_(fruit),獼猴桃
onion,洋蔥
checkered_sash,格子腰帶
fanning_self,為自己扇風
hands_on_ground,手放在地上
yellow_sweater_vest,黃色毛衣背心
melon_bread,鳳梨包
purple_cardigan,紫色開襟衫
forced_orgasm,強制高潮
bass_clef,低音譜號
anchor_necklace,錨形項鍊
striped_hairband,條紋發帶
ankle_grab,抓踝
brown_bra,棕色胸罩
tokisadame_school_uniform,常見學校制服
floating_card,漂浮的卡片
multiple_riders,多個騎乘者
nib_pen_(object),鋼筆（物體）
sailor_senshi,水手戰士
bike_shorts_under_shorts,緊身短褲內襯短褲
net,網
facebook_username,Facebook用戶名
hat_with_ears,耳朵帽
puff_and_slash_sleeves,泡泡割縫袖
pixelated,圖元化
stitched_mouth,縫線的嘴
anglerfish,安康魚
gokkun,吞精
red_feathers,紅色羽毛
gymnastics,體操
bunching_hair,摘頭髮
ears_visible_through_hair,頭髮透出耳朵
rounded_corners,圓角
themed_object,主題物品
stone_stairs,石臺階
half_mask,半遮面面具
note,便條
print_sleeves,印花袖
glowing_tattoo,發光的紋身
foam,泡沫
green_scrunchie,綠色發帶
trigram,八卦
karaoke,卡拉OK
tape_measure,卷尺
duckling,小鴨子
hanasakigawa_school_uniform,花咲川學校制服
windmill,風車
bagged_fish,袋裝魚
melon,瓜
thick_mustache,濃密的鬍子
coin_on_string,線上的硬幣
gaming_chair,遊戲椅
hand_on_leg,手放在腿上
forehead_tattoo,額頭紋身
clear_sky,晴空
bulletin_board,公告板
roundel,環章
covered_testicles,遮擋睾丸
argyle_sweater,菱形花紋毛衣
sand_castle,沙堡
hospital_gown,病號服
steak,牛排
araki_hirohiko_(style),荒木飛呂彥（風格）
ear_protection,耳部保護
clothes_tug,衣物拉扯
pinned,被按住
diamond_hairband,鑽石發帶
onesie,連體睡衣
rhodes_island_logo_(arknights),羅德島標誌 (明日方舟)
telstar,Telstar
mmm_threesome,男男男三人行
green_armband,綠色臂章
group_hug,群體擁抱
voile,薇歐爾
splatter,液體飛濺
polka_dot_scrunchie,波點發圈
varia_suit,調節護甲
hand_rest,手放鬆
double_\m/,雙手\\m/
shrimp_tempura,天婦羅蝦
watching_television,看電視
holding_breath,憋氣
two-tone_coat,雙色外套
cherry_hair_ornament,櫻桃發飾
sukajan,スカジャン
ace_of_hearts,紅心A
stats,統計圖
character_signature,角色簽名
sugar_cube,糖塊
ink_(medium),墨水 (材質)
hands_on_hilt,雙手握劍柄
golf_club,高爾夫球杆
platform_boots,坡跟靴
floating_weapon,懸浮武器
panicking,驚慌
winding_key,發條鑰匙
above_clouds,在雲上
looking_at_food,看著食物
wa_lolita,和服洛麗塔
striped_one-piece_swimsuit,條紋連體泳衣
cat_costume,貓裝
electric_plug,電插頭
extra_faces,多餘的臉
hand_on_headphones,手放在耳機上
boy_sandwich,男孩三明治
bear_tail,熊尾
stripper,脫衣舞娘
copy_ability,拷貝能力
jaguar_tail,美洲虎尾巴
hitodama_print,鬼火圖案
v-shaped_eyes,V形眼睛
rabbit_hat,兔子帽
track_and_field,田徑
energy_beam,能量束
testicle_sucking,吮吸睾丸
anal_fluid,肛門液體
thick_beard,濃密鬍鬚
dwarf,矮人
paper_stack,一摞紙
yellow_border,黃色邊框
martial_arts_belt,武術腰帶
bib,圍兜
invisible_man,隱形男人
personality_switch,個性轉換
fur-trimmed_collar,毛皮修飾領口
shared_speech_bubble,共用對話方塊
pet,寵物
paint_splatter_on_face,臉上有噴濺的顏料
hands_on_another's_thighs,雙手放在別人腿上
zodiac,黃道十二宮
hugging_tail,抱尾巴
sports_bra_lift,運動胸罩掀起
hand_on_wall,手靠在牆上
game_boy,遊戲男孩
surcoat,外套
bath_stool,浴凳
catchphrase,口頭禪
single_thigh_boot,單穿大腿靴
teardrop_tattoo,淚滴紋身
breast_poke,乳房戳
raimon_soccer_uniform,雷門足球隊隊服
heart_pendant,心形掛墜
strawberry_panties,草莓內褲
high_tops,高幫
sitting_on_table,坐在桌子上
plaid_bra,格子紋胸罩
sleeve_grab,抓袖
colored_text,彩色文字
panty_lift,內褲提起
no_mole,沒有痣
blood_bag,血袋
ankle_wrap,腳踝纏繞
male_underwear_pull,拉下男性內褲
oversized_limbs,誇大的肢體
missile_pod,導彈發射裝置
print_hoodie,印花連帽衫
green-tinted_eyewear,綠色染色眼鏡
dress_swimsuit,禮服泳衣
crane_game,抓娃娃機
flower_brooch,花胸針
united_states,美國
p90,P90
nanodesu_(phrase),自言自語（詞語）
cum_in_container,容器中的精液
triplets,三胞胎
cross-laced_legwear,交叉系帶腿部服飾
popped_button,爆開的紐扣
canopy_bed,帳篷床
minotaur,米諾陶洛斯
candlelight,燭光
salad,沙拉
tumblr_username,Tumblr用戶名
parrot,鸚鵡
sneezing,打噴嚏
finger_frame,手指框
on_roof,在屋頂上
before_and_after,前後對比
wheelbarrow,獨輪手推車
racecar,賽車
dressing_another,給別人穿衣服
elvaan,艾爾凡
radish,蘿蔔
ornament,裝飾
perfume_bottle,香水瓶
star_guardian_(league_of_legends),星之守護者（英雄聯盟）
blue_shawl,藍色披肩
afterglow,餘暉
butterfly_brooch,蝴蝶胸針
diamond_hair_ornament,鑽石發飾
white_sarong,白色紗籠
elephant,大象
precum_drip,前列腺液滴落
cum_inflation,精液膨脹
inflatable_raft,充氣筏
heart_on_chest,胸前的心形圖案
kamiyama_high_school_uniform_(project_sekai),神山高中的校服（Project Sekai）
green_one-piece_swimsuit,綠色連體泳衣
kagami_mochi,鏡餅
split_theme,分裂主題
purple_tongue,紫色舌頭
wavy_eyes,波浪眼
x3,x3
testicle_grab,抓睾丸
puppy,小狗
shell_hair_ornament,貝殼發飾
grey_serafuku,灰色水手服
lace-trimmed_thighhighs,蕾絲花邊長筒襪
crane_(animal),鶴 (動物)
orange_cape,橙色披風
heart-shaped_eyes,心形眼睛
american_flag_print,美國國旗圖案
skirt_flip,裙子翻起
kotoyoro,敬請關照
ehoumaki,恵方卷
severed_limb,斷肢
chain_headband,鏈頭帶
massage,按摩
futasub,受感雙性
holding_frying_pan,拿著煎鍋
dirt,泥土
ghost_pose,鬼魂姿態
orange_leotard,橙色緊身衣
bicycle_basket,自行車籃
sling_bikini_top,掛脖比基尼上裝
adapted_uniform,改良制服
spanish_text,西班牙文文本
ass-to-ass,對臀
kabuto_(helmet),兜 helmet
planet_hair_ornament,星球發飾
hair_color_connection,發色關聯
mat,墊子
text_messaging,短信溝通
patchwork_clothes,拼布衣服
ball_and_chain_restraint,球鏈束縛
hat_on_back,背著帽子
watermelon_slice,西瓜片
oversized_breast_cup,過大的胸杯
lap_pillow_invitation,邀請膝枕
holding_teapot,拿著茶壺
head_on_chest,頭靠在胸前
hishaku,柄杓
pants_under_skirt,裙下穿褲
arm_between_legs,雙腿之間的手臂
pearl_hair_ornament,珍珠發飾
leaf_umbrella,樹葉傘
hungry,饑餓
hand_on_own_ear,摸自己耳朵
unworn_bikini_bottom,未穿著的比基尼褲
popsicle_in_mouth,口含冰棒
punk,朋克
milky_way,銀河
multicolored_hairband,多色發帶
wet_towel,濕毛巾
drop-shaped_pupils,水滴形瞳孔
skull_necklace,骷髏項鍊
pagoda,寶塔
purple_serafuku,紫色水手服
western_comics_(style),西方漫畫風格
in_palm,在手掌上
implied_fingering,暗示指交
mitre,主教冠
hand_over_eye,手遮眼睛
frilled_jacket,褶邊夾克
sayagata,卍形紋
license_plate,車牌
breaking,打碎
penis_on_ass,陰莖在臀部
two-finger_salute,二指敬禮
aqua_bra,水藍色胸罩
blue_pajamas,藍色睡衣
moth,飛蛾
smoke_trail,煙霧軌跡
beetle,甲蟲
frozen,冰凍
anchor_choker,錨形頸圈
cheekbones,顴骨
polka_dot_ribbon,波點絲帶
ribbon_braid,緞帶辮子
red_curtains,紅色窗簾
peony_(flower),牡丹花
halter_shirt,露肩背心
mummy,木乃伊
red_sports_bra,紅色運動文胸
zeon,吉翁
shotgun_shell,霰彈槍彈殼
alternate_wings,翅膀變體
crocodilian,鱷魚類
nudist,裸體主義者
naked_tabard,裸圍裙
meta,元漫畫
sideless_kimono,無側袖和服
single_knee_pad,單護膝
long_shirt,長襯衫
whiskey,威士卡
season_connection,季節連接
v_over_mouth,v手勢遮嘴
maid_day,女僕節
multiple_scars,多處疤痕
apartment,公寓
mount_fuji,富士山
segmented_comic,分割漫畫
fidgeting,坐立不安
penis_in_panties,內褲裡的陰莖
adam's_apple,喉結
saliva_drip,口水滴落
cross-laced_slit,交叉綁帶開衩
witch_(madoka_magica),魔女_魔法少女小圓
card_parody,卡牌仿作
hand_on_another's_hand,手放在另一隻手上
cute_&_girly_(idolmaster),可愛又少女風(偶像大師)
syrup,糖漿
orange_socks,橙色襪子
cream_on_face,面上的奶油
joy-con,Joy-Con
butterfly_sitting,蝴蝶坐姿
flag_background,旗幟背景
sam_browne_belt,薩姆·布朗腰帶
gunblade,槍刃
satin_panties,緞面內褲
embroidery,刺繡
bullying,欺淩
pov_across_table,視角穿過桌子
hand_on_another's_ear,手放在別人的耳朵上
fishing_line,釣魚線
onii-shota,兄控正太
ivy,常春藤
honeycomb_background,蜂窩背景
blue_sarong,藍色沙龍
pink_umbrella,粉色雨傘
imperial_japanese_army,日本帝國陸軍
broken_window,破碎的窗戶
double_horizontal_stripe,雙橫條紋
sticky_note,便簽紙
jetpack,噴氣背包
two-sided_skirt,雙面裙
buruma_aside,拉開運動短褲
genderswap_(otf),性別轉換_(女性)
ferret,雪貂
blue_umbrella,藍色雨傘
legband,腿帶
track_uniform,田徑服
musical_note_print,印有音符
torture,拷問
white_day,白色情人節
off-shoulder_one-piece_swimsuit,露肩連體泳衣
cartridge,彈藥筒
holding_wrench,拿扳手
army,軍隊
ring_gag,環形口塞
hollow_eyes,空洞眼睛
holding_another's_leg,抱著他人的腿
pineapple,鳳梨
goat,山羊
sickle,鐮刀
wizard,魔法師
soap_bottle,按壓瓶
decapitation,斬首
soviet,蘇聯
unworn_eyepatch,未佩戴眼罩
hooded_dress,連帽裙
cart,手推車
nipple_pull,乳頭拉拽
keep_out,禁止入內
negative_space,負空間
japan,日本
crawling,爬行
floating_book,漂浮的書
guard_rail,護欄
rabbit_costume,兔子裝
seal_(animal),海豹_(動物)
hakurei_shrine,博麗神社
holding_riding_crop,拿馬鞭
skeleton_print,骨骼印花
pectoral_focus,胸部特寫
tokyo_(city),東京(城市)
wataboushi,布帽子
huge_dildo,巨型假陽具
splattershot_(splatoon),噴射槍
glove_biting,咬手套
pravda_military_uniform,普拉烏達軍服
st._theresa's_girls_academy_school_uniform,聖特蕾莎女子學院校服
lizard,蜥蜴
age_comparison,年齡對比
self_hug,自我擁抱
baby_bottle,奶瓶
st._chronica_academy_school_uniform,聖克羅尼卡學院校服
food_on_breasts,食物在胸部
flying_paper,飛舞的紙張
breast_milk,母乳
chocolate_cake,巧克力蛋糕
pinstripe_suit,細條紋西裝
green_cloak,綠色披風
spaceship_hair_ornament,飛船狀發飾
bowler_hat,圓頂硬禮帽
chi-hatan_military_uniform,知波單學園軍裝
joystick,操縱杆
pump_action,泵動式
box_art,包裝藝術
pegasus_knight_uniform_(fire_emblem),天馬騎士制服（火焰之紋章）
green_eyeshadow,綠色眼影
orange_rose,橙玫瑰
teeth_hold,牙齒咬住
mesugaki,小母狗
ganguro,黑辣妹
wallpaper_(object),牆紙（物品）
sadism,施虐
muzzle_flash,槍口閃光
cat_bag,貓包
heart_lock_(kantai_collection),心形鎖(艦隊收藏)
cracked_floor,裂開的地板
lipgloss,唇彩
riyo_(lyomsnpmp)_(style),riyo_(lyomsnpmp)_(風格)
pumpkin_hair_ornament,南瓜頭飾
bandaged_wrist,繃帶手腕
holding_swimsuit,拿著泳衣
mast,桅杆
implied_kiss,暗示接吻
clothesline,晾衣繩
tag,標籤
spiked_hairband,釘子發帶
luna_nova_school_uniform,小月學院校服
glass_bottle,玻璃瓶
coat_dress,外套裙
black_sky,黑色的天空
tea_set,茶具
inkwell,墨水瓶
jester,小丑
holomyth,Holomyth
pubic_stubble,陰部胡茬
long_nose,長鼻子
stopwatch,停錶
shoulder_belt,肩帶
holding_footwear,拿著鞋子
holding_toy,拿著玩具
panties_under_buruma,運動短褲下的內褲
color_trace,彩色線稿
food_art,食物藝術
roots,根
pokemon_move,精靈招式
hugging_book,擁抱書本
brown_border,棕色邊框
nissin_cup_noodle,日清杯面
vignetting,暈影
marshmallow,棉花糖
half-skirt,半裙
glock,格洛克
fast_food,速食
orange_jumpsuit,橙色連體衣
flower_in_eye,眼睛裡的花
midriff_sarashi,腰腹褲紗
red_track_suit,紅色運動服
k-pop,韓流
speaking_tube_headset,語音管耳機
cum_on_eyewear,精液眼鏡
mundane_utility,日常用途
grey_suit,灰色西裝
hooded_vest,連帽背心
miyamasuzaka_girls'_academy_school_uniform,宮益阪女子學園校服
scylla,斯庫拉
bathrobe,浴袍
variable_fighter,變形戰鬥機
mole_on_body,身上的痣
spoiler_(automobile),汽車擾流板
holding_fireworks,拿著煙火
magical_boy,魔法少年
sequential,順序
coif,圍頭巾
alternate_pectoral_size,胸大胸小變化
chained_wrists,手腕上鎖鏈
french_flag,法國國旗
hogwarts_school_uniform,霍格華茲校服
throwing_knife,飛刀
prototype_design,原型設計
bikini_shorts,比基尼短褲
bow_skirt,蝴蝶結裙
side-tie_peek,側綁帶外露
groom,新郎
tweaking_own_nipple,自己捏乳頭
bralines,胸罩輪廓
blue_camisole,藍色背心
behind-the-head_headphones,後掛式耳機
credits_page,致謝頁
gauze,紗布
striped_coat,條紋大衣
dragonfly,蜻蜓
holding_with_feet,用腳拿
pizza_box,披薩盒
pelt,皮
chaldea_logo,卡美亞標誌
unfastened,解開的
merchandise,商品
greek_toe,希臘趾
black_armband,黑色臂章
adjusting_panties,調整內褲
bird_print,鳥圖案
shared_object_insertion,多人共用物體插入
hanging_plant,吊掛植物
bee,蜜蜂
hand_on_glass,手放在玻璃上
vertical-striped_socks,豎條紋襪子
used_condom_on_penis,充滿精液且穿戴的避孕套
plaid_ribbon,格子帶
sparse_stubble,稀疏鬍鬚
...?,...?
webbed_hands,鴨蹼手
contrast,對比
virgin_destroyer_sweater,處女毀滅者毛衣
vertical-striped_panties,豎條紋內褲
skull_ornament,骷髏裝飾品
training_corps_(emblem),訓練兵團(徽章)
print_sarong,印花沙龍
pegasus,飛馬
cloth,布料
kappa,河童
dock,船塢
isometric,等距
holding_test_tube,手握試管
otter,水獺
volleyball_net,排球網
band_uniform,樂隊制服
checkered_shirt,格子襯衫
fat_rolls,肉卷
cola,可樂
glory_wall,光輝牆
weapon_case,武器箱
lowleg_skirt,低腰裙
fur-trimmed_shirt,毛邊襯衫
missing_limb,缺肢
tsab_ground_military_uniform,TSAB地面武裝部制服
super_soaker,強力水槍
german_flag_bikini,德國國旗比基尼
lightning_bolt_print,閃電圖案
studded_collar,鑲釘項圈
hospital,醫院
holding_mop,拿著拖把
headlight,前燈
bear_boy,熊男孩
toggles,對扣
blue_tabard,藍色短衣
gao,隆
holly_hair_ornament,冬青發飾
pendant_watch,掛墜表
chrysanthemum,菊花
cleave_gag,口銜布
menu_board,菜單板
mismatched_sclera,不同顏色的鞏膜
swiss_roll,瑞士卷
prostration,俯伏
uneven_twintails,不對稱的雙馬尾
mutual_masturbation,互相手淫
exercise_ball,健身球
lyre,里拉
horseshoe,馬蹄鐵
lillian_girls'_academy_school_uniform,莉莉安女子學院校服
emotionless_sex,冷漠性愛
armpit_sex,腋下交
covering_one_breast,遮住一個乳房
suicide,自殺
infirmary,醫務室
folded_hair,折疊的頭髮
vertical-striped_pants,豎條紋褲子
swastika,卍
implied_masturbation,暗示自慰
shrugging,聳肩
model_kit,模型套件
pig_ears,豬耳朵
metal_skin,金屬皮膚
crowbar,撬棍
first_aid_kit,急救包
blood_on_leg,血在腿上
stained_clothes,弄髒的衣服
high-low_skirt,前短後長裙
sitting_on_shoulder,坐在肩膀上
gun_to_head,槍對頭
seatbelt,安全帶
christmas_stocking,聖誕襪
on_railing,在扶手上
tengu_mask,天狗面具
pumpkin_hat,南瓜帽
hand_wraps,手纏帶
belt_skirt,腰帶裙
crotch_grab,抓襠
silver_dress,銀色連衣裙
hexagon_print,六邊形印花
lace-trimmed_choker,蕾絲飾邊頸圈
brown_mittens,棕色連指手套
sukusuku_hakutaku,sukusuku_hakutaku
shiny_and_normal,閃光和普通
drugged,藥物控制
hanami,花見
duel_disk,決鬥盤
rei_no_pool,例のプール
blue_hood,藍色兜帽
naked_cloak,裸披風
one-piece_thong,連體丁字褲
black_bandeau,黑色抹胸
paralyzer,麻痹槍
eye_black,黑眼脂
orange_goggles,橙色護目鏡
z-ring,Z環
diving,潛水
crt,顯像管
warrior,戰士
ice_cream_float,霜淇淋汽水
fingersmile,用手指捏笑
fishnet_socks,網襪
purple_collar,紫色項圈
flower_choker,花項圈
elbow_sleeve,肘套
masu,升
holding_heart,拿著心形物
kousaka_kirino's_school_uniform,高阪桐乃的校服
cut_bangs,剪的劉海
hook,鉤子
tamagoyaki,玉子燒
portal_(object),傳送門_(物體)
pocky_in_mouth,嘴裡含著pocky
grey_apron,灰色圍裙
raccoon,浣熊
2008,2008年
jiangshi_costume,僵屍裝
cigarette_pack,香煙包
vacuum_cleaner,吸塵器
cellphone_charm,手機掛件
tribal_tattoo,部落紋身
easter,復活節
mizu_happi,水法被
fist_bump,碰拳
rubber_gloves,橡膠手套
red_cardigan,紅色開衫
sewing,縫紉
eye_reflection,眼睛倒影
photorealistic,擬真
holding_coin,持幣
crazy_straw,造型吸管
mole_under_each_eye,雙眼下痣
clothes_theft,盜取衣服
simulated_fellatio,模擬口交
holding_microphone_stand,手持麥克風支架
clock_eyes,時鐘眼
reptile_girl,蜥蜴女孩
holding_chain,手持鏈條
restroom,廁所
beretta_92,伯萊塔92
wrong_foot,錯誤腳
protecting,保護
stuffed_penguin,填充企鵝
converse,匡威
thong_aside,擋住丁字褲
walking_on_liquid,液體表面行走
gesugao,獰笑
knight_(chess),象棋中的馬
black_male_swimwear,黑色男性泳裝
index_fingers_raised,雙手食指抬起
qingxin_flower,清心花
censored_text,被審查的文字
hair_between_breasts,乳間頭髮
pelvic_curtain_lift,提起骨盆簾
sextuplets,六胞胎
toilet_stall,廁格
alternate_hair_ornament,不同的發飾
jungle,叢林
food_bite,食物咬痕
unworn_necktie,未佩戴領帶
mutual_hug,互相擁抱
2007,2007年
lying_on_lap,躺在腿上
multiple_torii,多個鳥居
brown_neckerchief,棕色領巾
hand_on_floor,手在地上
kerchief,頭巾
saunders_school_uniform,桑德斯學校制服
absolutely_everyone,所有角色
red_suit,紅色西裝
red_robe,紅色長袍
holding_own_foot,抓住自己腳
strapless_bottom,無帶下裝
wing_brooch,翅膀胸針
diagonal-striped_bowtie,對角條紋領結
licking_ear,舔耳朵
miku_day,初音未來日
holding_drumsticks,拿著鼓槌
flower_in_mouth,口中花
dorsiflexion,背屈
braiding_hair,編頭髮
aqua_kimono,藍綠色和服
nintendo_3ds,任天堂_3DS
hexagon_hair_ornament,六邊形發飾
vertical-striped_kimono,豎條紋和服
stitched_arm,縫合的手臂
pink_sash,粉紅色腰帶
cuff_links,袖扣
determined,堅定
checkered_dress,棋盤格連衣裙
ornate_border,裝飾邊框
tri_braids,三條辮子
animal_ear_hairband,動物耳朵發箍
pastry_bag,裱花袋
nyan,喵
measuring,測量
standard_bearer,旗手
folder,資料夾
roasted_sweet_potato,烤紅薯
<|>_<|>,寵物眼表情
grey_bowtie,灰色蝴蝶結
flying_teardrops,飛淚
soft_serve,軟霜淇淋
clothed_male_nude_male,穿衣男裸體男
temple,廟宇
4others,四個其他
toe_cleavage,腳趾露出
antique_phone,古董電話
yellow_camisole,黃背心
miracle_mallet,奇跡木槌
bishamonten's_spear,毗沙門天的長矛
penis_over_eyes,陰莖遮眼
bamboo_shoot,竹筍
pointing_forward,向前指
solid_circle_pupils,實心圓瞳孔
prank,惡作劇
loaded_interior,細節豐富的室內
cat_mask,貓面具
penis_to_breast,陰莖對乳房
mannequin,人體模型
pink_gemstone,粉色寶石
crotch_zipper,褲襠拉鍊
tying,系衣物
shippou_(pattern),七寶圖案
blob,黏液怪
medieval,中世紀
shirt_overhang,襯衫垂懸
anemone_(flower),銀蓮花（花）
incoming_hug,即將擁抱
igote,射箭臂套
frog_girl,青蛙女孩
projectile_lactation,乳汁噴射
hands_on_shoulders,手放在肩膀上
carapace,甲殼
spoken_food,表達食物
stuffed_dog,填充狗
animal_on_hand,手上的動物
digital_dissolve,數字消散
holding_shirt,拿著襯衫
cyrillic,西瑞爾字母
unworn_shorts,未穿短褲
prison,監獄
casino,賭場
curly_eyebrows,卷眉
riding_bicycle,騎自行車
star-shaped_eyewear,星形眼鏡
white_stripes,白色條紋
chikan,癡漢
clothes_pin,衣夾
kuji-in,九字印
cauldron,大鍋
holed_coin,帶洞硬幣
cat_on_shoulder,貓在肩上
storm,風暴
self-harm,自殘
fiery_wings,火焰翅膀
finger_to_another's_mouth,手指放在他人嘴上
battleship,戰列艦
sky_print,天空印花
orange_headband,橙色頭帶
scouter,探測器
sainan_high_school_uniform,西南高中校服
intestines,腸道
ashtray,煙灰缸
long_toenails,長腳趾甲
brown_flower,棕色花
handprint,手印
holding_cake,拿蛋糕
stakes_of_purgatory,煉獄長槍
cargo_pants,工裝褲
kyuudou,弓道
heart_(organ),心臟（器官）
shimokitazawa_high_school_uniform,下北澤高中校服
hands_on_another's_chest,手放在他人胸口
carrying_bag,提包
removing_jacket,脫夾克
frilled_umbrella,褶邊傘
nail_bat,釘子棒球棍
scratching_head,撓頭
chuunibyou,中二病
bloodshot_eyes,充血的眼睛
italian_text,義大利語文字
green_horns,綠色的角
glitter,閃光
holding_suitcase,拎著行李箱
beer_bottle,啤酒瓶
green_headband,綠色頭帶
micro_bra,超小胸罩
ace_of_spades,黑桃A
bipod,兩腳架
no_feet,無腳
motosu_school_uniform,本棲高中校服
horn_grab,抓住角
golden_arms,金色手臂
crisis_management_form_(machimazo),危機管理形態_(街角魔族)
shamoji,飯勺
walther,瓦爾特
brown_serafuku,棕色水手服
math,數學
red_nose,紅鼻子
single_head_wing,單個頭翼
holding_leg,抱腿
animal_head,動物頭
black_scales,黑色鱗片
bust_cup,乳房杯
out_of_character,反常行為
year_of_the_dog,狗年
covered_clitoris,被覆蓋的陰蒂
bulging_eyes,突出的眼睛
